"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","Celltype","Regulators","logp","pathway","pathway_new"
"GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","Regulation Of Response To Cytokine Stimulus",-8.39317404462822,7.89901074256362e-08,2.28732782502521e-05,"10/100","178/17332","5771/11274/29110/8772/8737/8651/90268/103/11277/841","PTPN2/USP18/TBK1/FADD/RIPK1/SOCS1/OTULIN/ADAR/TREX1/CASP8",10,178,"Crossvalidation_Tcells_2023_CancerDiscovery_Ito_100_B16_OT1neg100",10,18,"Tcells","neg",4.64067158685962,"Regulation Of Response To Cytokine Stimulus","Response to Cytokine Stimulus"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-7.75026275643841,1.81388899145927e-05,0.00376909631318808,"6/94","101/17332","94005/128869/9474/10026/8733/9776","PIGS/PIGU/ATG5/PIGK/GPAA1/ATG13",6,101,"Crossvalidation_Tcells_2018_Science_Pan_100_B16_Pmel_1neg100",7,18,"Tcells","neg",2.42376276471232,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-5.03644216863598,2.08282398058509e-16,1.62182560621559e-13,"14/93","101/17332","5279/60673/10533/5277/5283/9140/84720/54965/9487/93183/84992/10026/284098/9821","PIGC/ATG101/ATG7/PIGA/PIGH/ATG12/PIGO/PIGX/PIGL/PIGM/PIGY/PIGK/PIGW/RB1CC1",14,101,"Crossvalidation_Tcells_2020_Nature_Lawson_100_Ct26HAneg100",7,18,"Tcells","neg",12.7899958469992,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-9.5047814280131,9.48668723956386e-15,2.15158066593308e-11,"13/95","101/17332","10533/9474/60673/9140/83734/9776/5279/9821/55054/10026/5283/5277/26100","ATG7/ATG5/ATG101/ATG12/ATG10/ATG13/PIGC/RB1CC1/ATG16L1/PIGK/PIGH/PIGA/WIPI2",13,101,"Crossvalidation_Tcells_2020_Nature_Lawson_100_Emt6HAneg100",7,18,"Tcells","neg",10.6672423669354,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-8.2634226459082,1.02570684096816e-07,1.0926220015456e-05,"8/98","101/17332","83734/10533/9474/9140/60673/9776/26100/9821","ATG10/ATG7/ATG5/ATG12/ATG101/ATG13/WIPI2/RB1CC1",8,101,"Crossvalidation_Tcells_2020_Nature_Lawson_100_RencaHAneg100",7,18,"Tcells","neg",4.96153005857739,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-2.10910781913473,0.00248634730902466,0.0232257279975429,"4/97","101/17332","9140/9474/9776/26100","ATG12/ATG5/ATG13/WIPI2",4,101,"Crossvalidation_Tcells_2020_ScienceImmunology_Young_100_MC38neg100",7,18,"Tcells","neg",1.63403066440168,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-3.12531054348974,5.52742422809772e-09,2.50945059955636e-06,"9/98","101/17332","8733/345611/9474/94005/10026/83734/128869/9140/22930","GPAA1/IRGM/ATG5/PIGS/PIGK/ATG10/PIGU/ATG12/RAB3GAP1",9,101,"Crossvalidation_Tcells_2022_NatureCommunication_Frey_100_KPC_OTIneg100",7,18,"Tcells","neg",5.60042134931496,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS","Lipoprotein Biosynthetic Process",-5.48595654326032,1.90061303884347e-06,0.000160522609572321,"7/100","101/17332","10026/51604/8733/83734/128869/9474/94005","PIGK/PIGT/GPAA1/ATG10/PIGU/ATG5/PIGS",7,101,"Crossvalidation_Tcells_2023_CancerDiscovery_Ito_100_B16_OT1neg100",7,18,"Tcells","neg",3.79446378867376,"Lipoprotein Biosynthetic Process","Lipoprotein Biosynthetic Process"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-10.6207168722127,0.00105142672938566,0.0266328374377406,"8/97","367/17332","5970/8772/5771/3685/51024/8837/5894/8678","RELA/FADD/PTPN2/ITGAV/FIS1/CFLAR/RAF1/BECN1",8,367,"Crossvalidation_Tcells_2018_Science_Pan_100_B16_OT_Ineg100",7,18,"Tcells","neg",1.57458256176579,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-6.57095392249904,2.71998702292016e-05,0.00111471748869149,"10/93","367/17332","8837/598/5771/10616/7417/3065/7128/51024/7186/9821","CFLAR/BCL2L1/PTPN2/RBCK1/VDAC2/HDAC1/TNFAIP3/FIS1/TRAF2/RB1CC1",10,367,"Crossvalidation_Tcells_2020_Nature_Lawson_100_Ct26HAneg100",7,18,"Tcells","neg",2.95283518521543,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-9.30774564754076,3.27693573337706e-05,0.000917542005345576,"10/95","367/17332","5970/598/5771/7417/51530/3622/3065/9821/7186/5499","RELA/BCL2L1/PTPN2/VDAC2/ZC3HC1/ING2/HDAC1/RB1CC1/TRAF2/PPP1CA",10,367,"Crossvalidation_Tcells_2020_Nature_Lawson_100_Emt6HAneg100",7,18,"Tcells","neg",3.03737404449036,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-6.15189691001494,0.000143493411366299,0.00500460867026768,"9/92","367/17332","51079/5771/857/7128/84231/81618/10616/317/10018","NDUFA13/PTPN2/CAV1/TNFAIP3/TRAF7/ITM2C/RBCK1/APAF1/BCL2L11",9,367,"Crossvalidation_Tcells_2020_Nature_Lawson_100_Mc38OVAneg100",7,18,"Tcells","neg",2.30062987602438,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-5.6287895738516,0.000232609239993425,0.00490893273457823,"9/98","367/17332","8772/7186/7417/10616/27166/5771/8837/9821/7128","FADD/TRAF2/VDAC2/RBCK1/PRELID1/PTPN2/CFLAR/RB1CC1/TNFAIP3",9,367,"Crossvalidation_Tcells_2020_Nature_Lawson_100_RencaHAneg100",7,18,"Tcells","neg",2.30901291884771,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-5.8138239433774,0.00105142672938566,0.0122377399739836,"8/97","367/17332","5788/8837/5970/10616/2023/7128/7178/3065","PTPRC/CFLAR/RELA/RBCK1/ENO1/TNFAIP3/TPT1/HDAC1",8,367,"Crossvalidation_Tcells_2020_ScienceImmunology_Young_100_MC38neg100",7,18,"Tcells","neg",1.91229877887787,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","Regulation Of Apoptotic Signaling Pathway",-2.88875129311128,0.00479839154836518,0.0491384157058149,"7/98","367/17332","7128/7186/5771/598/8837/3624/10616","TNFAIP3/TRAF2/PTPN2/BCL2L1/CFLAR/INHBA/RBCK1",7,367,"Crossvalidation_Tcells_2022_NatureCommunication_Frey_100_KPC_OTIneg100",7,18,"Tcells","neg",1.30857884991768,"Regulation Of Apoptotic Signaling Pathway","Apoptotic Signaling Pathway"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",19.6128609515999,1.09853538863107e-07,2.63785810195035e-05,"5/83","25/17332","567/6891/6892/6890/3105","B2M/TAP2/TAPBP/TAP1/HLA-A",5,25,"Crossvalidation_MHCregulators_2019_CellReport_Freeman_100_MHClowpos100",11,11,"MHCregulators","pos",4.57874857012303,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",3.63915076018255,0.000336171530183669,0.0101968170089694,"3/95","25/17332","567/6891/6892","B2M/TAP2/TAPBP",3,25,"Crossvalidation_MHCregulators_2019_eLIFE_Pech_100_MHCpos100",11,11,"MHCregulators","pos",1.99153537443151,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",12.4746150111816,1.47511287438739e-07,5.69983614663288e-05,"5/88","25/17332","567/3105/6890/6892/6891","B2M/HLA-A/TAP1/TAPBP/TAP2",5,25,"Crossvalidation_MHCregulators_2021_CancerDiscovery_Gu_100_MHC_lowpos100",11,11,"MHCregulators","pos",4.24413762882505,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",28.1702185687662,4.88198028668721e-11,3.40436758658322e-08,"7/94","25/17332","6890/6891/6892/2923/3106/811/567","TAP1/TAP2/TAPBP/PDIA3/HLA-B/CALR/B2M",7,25,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_BJABpos100",11,11,"MHCregulators","pos",7.46796355310984,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",23.4940888934651,4.27022440659697e-09,2.82119492462506e-06,"6/97","25/17332","6890/6891/6892/567/3106/2923","TAP1/TAP2/TAPBP/B2M/HLA-B/PDIA3",6,25,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_HBL1pos100",11,11,"MHCregulators","pos",5.54956690612948,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",30.9471055516109,2.37355192971587e-11,2.37473870568073e-08,"7/85","25/17332","6892/6890/3106/811/6891/567/2923","TAPBP/TAP1/HLA-B/CALR/TAP2/B2M/PDIA3",7,25,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_SUDHL5pos100",11,11,"MHCregulators","pos",7.62438416916495,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",19.8460317275866,4.18596310920266e-11,3.63341597878791e-08,"7/92","25/17332","6892/6891/6890/2923/3106/811/3107","TAPBP/TAP2/TAP1/PDIA3/HLA-B/CALR/HLA-C",7,25,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_TMD8pos100",11,11,"MHCregulators","pos",7.43968487823133,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",23.0121916334869,5.67447450829023e-11,9.9303303895079e-08,"7/96","25/17332","567/6892/6891/2923/811/6890/22872","B2M/TAPBP/TAP2/PDIA3/CALR/TAP1/SEC31A",7,25,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_H2_Kb_OVApos100",11,11,"MHCregulators","pos",7.0030363019625,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",5.27075640610495,0.000336171530183669,0.0082520697454252,"3/95","25/17332","6891/6890/6892","TAP2/TAP1/TAPBP",3,25,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_A2_AFPpos100",11,11,"MHCregulators","pos",2.08343711008264,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",8.24319162576673,4.18596310920266e-11,3.58527740303208e-08,"7/92","25/17332","6890/6891/6892/811/2923/567/3106","TAP1/TAP2/TAPBP/CALR/PDIA3/B2M/HLA-B",7,25,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCpos100",11,11,"MHCregulators","pos",7.44547723610629,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"REACTOME_983170","Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc",-1.23490816653956,5.72827255630721e-06,0.000997865079308716,"4/83","25/17332","567/6890/6892/3105","B2M/TAP1/TAPBP/HLA-A",4,25,"Crossvalidation_MHCregulators_2023_NatureCellBiology_Sparbier_100_HLA_Blowpos100",11,11,"MHCregulators","pos",3.0009281754189,"Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I Mhc","Antigen Presentation via MHC-I"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",13.7559614851934,0.000798076445262219,0.0268965763394513,"2/83","9/17332","6772/3716","STAT1/JAK1",2,9,"Crossvalidation_MHCregulators_2019_CellReport_Freeman_100_MHClowpos100",6,11,"MHCregulators","pos",1.57030299774898,"Ifna Pathway","IFNa Pathway"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",9.0153305659472,0.00104375676186395,0.0191246681679029,"2/95","9/17332","3716/6772","JAK1/STAT1",2,9,"Crossvalidation_MHCregulators_2019_eLIFE_Pech_100_MHCpos100",6,11,"MHCregulators","pos",1.71840609155207,"Ifna Pathway","IFNa Pathway"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",8.70093018723037,1.26744647102059e-05,0.00147305445409726,"3/94","9/17332","3716/3455/7297","JAK1/IFNAR2/TYK2",3,9,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_BJABpos100",6,11,"MHCregulators","pos",2.83178119838694,"Ifna Pathway","IFNa Pathway"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",9.0595894896893,0.00108781909494137,0.0490013055948588,"2/97","9/17332","7297/6773","TYK2/STAT2",2,9,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_HBL1pos100",6,11,"MHCregulators","pos",1.30979234843906,"Ifna Pathway","IFNa Pathway"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",2.42143300082869,0.000979328184876347,0.0349497745977746,"2/92","9/17332","6773/7297","STAT2/TYK2",2,9,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCpos100",6,11,"MHCregulators","pos",1.45655562081267,"Ifna Pathway","IFNa Pathway"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",-15.6944871879319,0.000798076445262219,0.0272597876009174,"2/83","9/17332","6772/3716","STAT1/JAK1",2,9,"Crossvalidation_MHCregulators_2023_NatureCellBiology_Sparbier_100_HLA_Blowpos100",6,11,"MHCregulators","pos",1.56447753236447,"Ifna Pathway","IFNa Pathway"
"REACTOME_877300","Interferon Gamma Signaling",30.6598332336699,7.6833743912252e-09,2.95195244110872e-06,"8/83","86/17332","3459/6772/3460/567/3717/3716/3659/3105","IFNGR1/STAT1/IFNGR2/B2M/JAK2/JAK1/IRF1/HLA-A",8,86,"Crossvalidation_MHCregulators_2019_CellReport_Freeman_100_MHClowpos100",6,11,"MHCregulators","pos",5.5298906437089,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",17.7867844165693,2.25651690672037e-08,6.61535539820189e-06,"8/95","86/17332","3460/3716/3659/567/6772/3717/3459/3660","IFNGR2/JAK1/IRF1/B2M/STAT1/JAK2/IFNGR1/IRF2",8,86,"Crossvalidation_MHCregulators_2019_eLIFE_Pech_100_MHCpos100",6,11,"MHCregulators","pos",5.17944681915118,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",9.70717399007153,7.58214828534593e-05,0.00976580699152556,"5/88","86/17332","567/3105/3717/3460/3122","B2M/HLA-A/JAK2/IFNGR2/HLA-DRA",5,86,"Crossvalidation_MHCregulators_2021_CancerDiscovery_Gu_100_MHC_lowpos100",6,11,"MHCregulators","pos",2.0102918632327,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",20.4688492780076,7.18240937063184e-06,0.00100170669355745,"6/94","86/17332","3394/3106/5777/3716/567/3659","IRF8/HLA-B/PTPN6/JAK1/B2M/IRF1",6,86,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_BJABpos100",6,11,"MHCregulators","pos",2.99925942419407,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",4.11211037121839,0.00113252688793591,0.0395922154904943,"4/92","86/17332","3394/567/3659/3106","IRF8/B2M/IRF1/HLA-B",4,86,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCpos100",6,11,"MHCregulators","pos",1.40239019543458,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",-28.6905608044377,7.6833743912252e-09,4.46147939650477e-06,"8/83","86/17332","6772/3459/3717/3716/3460/3659/567/3105","STAT1/IFNGR1/JAK2/JAK1/IFNGR2/IRF1/B2M/HLA-A",8,86,"Crossvalidation_MHCregulators_2023_NatureCellBiology_Sparbier_100_HLA_Blowpos100",6,11,"MHCregulators","pos",5.35052110828259,"Interferon Gamma Signaling","IFNg Signaling"
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS","Rna Splicing Via Transesterification Reactions",22.2313367899494,0.000362272110276183,0.0207461795803332,"8/94","322/17332","5725/6431/3185/10657/11157/3192/6651/3187","PTBP1/SRSF6/HNRNPF/KHDRBS1/LSM6/HNRNPU/SON/HNRNPH1",8,322,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_BJABpos100",4,11,"MHCregulators","pos",1.68306186714179,"Rna Splicing Via Transesterification Reactions","RNA Splicing"
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS","Rna Splicing Via Transesterification Reactions",20.7483106506048,1.28312438772691e-05,0.00169543502431649,"10/97","322/17332","55110/6431/60625/4154/84292/55094/1653/3187/9410/23210","MAGOHB/SRSF6/DHX35/MBNL1/WDR83/GPATCH1/DDX1/HNRNPH1/SNRNP40/JMJD6",10,322,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_HBL1pos100",4,11,"MHCregulators","pos",2.77071884942557,"Rna Splicing Via Transesterification Reactions","RNA Splicing"
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS","Rna Splicing Via Transesterification Reactions",7.3613397059755,2.264027476735e-10,1.27804351061691e-07,"15/95","322/17332","55660/58517/6651/3185/10084/84872/54883/10772/79760/1655/5411/10657/6433/3187/6626","PRPF40A/RBM25/SON/HNRNPF/PQBP1/ZC3H10/CWC25/SRSF10/GEMIN7/DDX5/PNN/KHDRBS1/SFSWAP/HNRNPH1/SNRPA",15,322,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_A2_AFPpos100",4,11,"MHCregulators","pos",6.89345436049752,"Rna Splicing Via Transesterification Reactions","RNA Splicing"
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS","Rna Splicing Via Transesterification Reactions",5.99143060993751,1.08078278567248e-06,0.000108904759520998,"11/92","322/17332","10659/4154/10657/3185/51341/6651/5411/51631/10421/1655/6431","CELF2/MBNL1/KHDRBS1/HNRNPF/ZBTB7A/SON/PNN/LUC7L2/CD2BP2/DDX5/SRSF6",11,322,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCpos100",4,11,"MHCregulators","pos",3.96295313963323,"Rna Splicing Via Transesterification Reactions","RNA Splicing"
"REACTOME_532668","N-Glycan Trimming In The Er And Calnexin/Calreticulin Cycle",10.3810587024806,7.70952203983842e-05,0.00743540570064416,"3/92","16/17332","23193/7841/5589","GANAB/MOGS/PRKCSH",3,16,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_TMD8pos100",2,11,"MHCregulators","pos",2.12869532993367,"N-Glycan Trimming In The Er And Calnexin/Calreticulin Cycle","N-Glycan Trimming in the ER and Calnexin/Calreticulin Cycle"
"REACTOME_532668","N-Glycan Trimming In The Er And Calnexin/Calreticulin Cycle",3.95110190283303,7.70952203983842e-05,0.00388423860418918,"3/92","16/17332","7841/23193/5589","MOGS/GANAB/PRKCSH",3,16,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCpos100",2,11,"MHCregulators","pos",2.41069409974758,"N-Glycan Trimming In The Er And Calnexin/Calreticulin Cycle","N-Glycan Trimming in the ER and Calnexin/Calreticulin Cycle"
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING","Negative Regulation Of Tor Signaling",-12.9376275175013,0.00174782714947901,0.0374816774092619,"3/92","45/17332","7249/55654/7248","TSC2/TMEM127/TSC1",3,45,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_BJABneg100",4,13,"MHCregulators","neg",1.42618098146395,"Negative Regulation Of Tor Signaling","Negative Regulation of TOR Signaling"
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING","Negative Regulation Of Tor Signaling",-18.6159885887165,3.90121708241635e-06,0.00200034905900898,"5/92","45/17332","7249/55654/7248/96459/54541","TSC2/TMEM127/TSC1/FNIP1/DDIT4",5,45,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_SUDHL5neg100",4,13,"MHCregulators","neg",2.69889421374894,"Negative Regulation Of Tor Signaling","Negative Regulation of TOR Signaling"
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING","Negative Regulation Of Tor Signaling",-9.2012461282795,9.7803082839365e-05,0.0355153418349892,"4/93","45/17332","55654/7249/10641/7248","TMEM127/TSC2/NPRL2/TSC1",4,45,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_H2_Kb_OVAneg100",4,13,"MHCregulators","neg",1.44958400088957,"Negative Regulation Of Tor Signaling","Negative Regulation of TOR Signaling"
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING","Negative Regulation Of Tor Signaling",-4.32506181575951,9.7803082839365e-05,0.00511021107835682,"4/93","45/17332","55654/3091/7249/96459","TMEM127/HIF1A/TSC2/FNIP1",4,45,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_A2_AFPneg100",4,13,"MHCregulators","neg",2.29156116086874,"Negative Regulation Of Tor Signaling","Negative Regulation of TOR Signaling"
"GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS","Carbohydrate Biosynthetic Process",-9.60319577159145,0.00065804583728693,0.0291044273177191,"6/87","210/17332","7360/60343/9334/5771/10678/2033","UGP2/FAM3A/B4GALT5/PTPN2/B3GNT2/EP300",6,210,"Crossvalidation_MHCregulators_2019_eLIFE_Pech_100_MHCneg100",3,13,"MHCregulators","neg",1.53604094182495,"Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS","Carbohydrate Biosynthetic Process",-20.6979048747264,9.59743594790538e-05,0.0141615921953024,"7/88","210/17332","10678/4247/2821/9526/4485/60343/7360","B3GNT2/MGAT2/GPI/MPDU1/MST1/FAM3A/UGP2",7,210,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_HBL1neg100",3,13,"MHCregulators","neg",1.84888791594281,"Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS","Carbohydrate Biosynthetic Process",-8.55321412829933,0.000145564049709566,0.00662129805601974,"7/94","210/17332","60343/7874/7360/10678/9334/2033/54187","FAM3A/USP7/UGP2/B3GNT2/B4GALT5/EP300/NANS",7,210,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCneg100",3,13,"MHCregulators","neg",2.17905686202486,"Carbohydrate Biosynthetic Process","Carbohydrate Biosynthetic Process"
"GOBP_GLYCOSYLATION","Glycosylation",-21.3947376986219,3.65620885027788e-05,0.00883583805483821,"8/88","247/17332","10678/11282/4247/9526/746/10724/57171/8703","B3GNT2/MGAT4B/MGAT2/MPDU1/TMEM258/OGA/DOLPP1/B4GALT3",8,247,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_HBL1neg100",3,13,"MHCregulators","neg",2.05375225257139,"Glycosylation","Glycosylation"
"GOBP_GLYCOSYLATION","Glycosylation",-4.88457166038545,0.000366691905004388,0.0130009738233132,"7/93","247/17332","25839/56886/83548/10195/84342/9382/79087","COG4/UGGT1/COG3/ALG3/COG8/COG1/ALG12",7,247,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_A2_AFPneg100",3,13,"MHCregulators","neg",1.88602411613536,"Glycosylation","Glycosylation"
"GOBP_GLYCOSYLATION","Glycosylation",-15.1764867179909,6.01084284345821e-21,1.06632352042949e-17,"22/94","247/17332","84002/1603/29880/2673/10678/100128731/9334/22845/8703/5373/1650/54187/83548/84342/746/29929/85365/440138/3703/91949/5238/55858","B3GNT5/DAD1/ALG5/GFPT1/B3GNT2/OST4/B4GALT5/DOLK/B4GALT3/PMM2/DDOST/NANS/COG3/COG8/TMEM258/ALG6/ALG2/ALG11/STT3A/COG7/PGM3/TMEM165",22,247,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCneg100",3,13,"MHCregulators","neg",16.9721110112372,"Glycosylation","Glycosylation"
"GOBP_HISTONE_UBIQUITINATION","Histone Ubiquitination",-22.01504135394,5.8079092598732e-09,8.20386836109529e-06,"7/92","48/17332","7324/84759/23512/23326/54880/56970/7334","UBE2E1/PCGF1/SUZ12/USP22/BCOR/ATXN7L3/UBE2N",7,48,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_SUDHL5neg100",3,13,"MHCregulators","neg",5.08598131691759,"Histone Ubiquitination","Histone Ubiquitination"
"GOBP_HISTONE_UBIQUITINATION","Histone Ubiquitination",-4.03544984924204,5.69443923064172e-06,0.000486874554219867,"5/93","48/17332","56970/84759/6015/7334/29128","ATXN7L3/PCGF1/RING1/UBE2N/UHRF1",5,48,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_A2_AFPneg100",3,13,"MHCregulators","neg",3.31258292262124,"Histone Ubiquitination","Histone Ubiquitination"
"GOBP_HISTONE_UBIQUITINATION","Histone Ubiquitination",-4.30725847491096,0.00223937827075237,0.0354701522528098,"3/94","48/17332","29128/84759/6015","UHRF1/PCGF1/RING1",3,48,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCneg100",3,13,"MHCregulators","neg",1.45013694734951,"Histone Ubiquitination","Histone Ubiquitination"
