"Name_pos","Score_pos","Rank_pos","HumanGene","hommel_p_pos","fdr_pos","mean_score_pos","sd_score_pos","n_screens_pos","Name_neg","Score_neg","Rank_neg","hommel_p_neg","fdr_neg","mean_score_neg","sd_score_neg","n_screens_neg","Direction","cell_type","Score","P_value","Category","Regulation"
"BTN3A1",5.67762448191676e-05,1,"BTN3A1",0.00033,1,1,NA,1,"BTN3A1",0.999943223755181,17612,1,1,-0.999886441062912,NA,1,"Pos","GammadeltaTcells",1,0.00033,"gdT cell","gdT cell***"
"SPIB",0.000113552489638335,2,"SPIB",0.00033,1,0.999886441062912,NA,1,"SPIB",0.999829671265542,17610,1,1,-0.999659323188735,NA,1,"Pos","GammadeltaTcells",0.999886441062912,0.00033,"gdT cell","gdT cell***"
"IRF1",0.000170328734457503,3,"IRF1",0.00033,1,0.999772882125823,NA,1,"IRF1",1,17613,1,1,-1,NA,1,"Pos","GammadeltaTcells",0.999772882125823,0.00033,"gdT cell","gdT cell***"
"FBXW7",0.000227104979276671,4,"FBXW7",0.00033,1,0.999659323188735,NA,1,"FBXW7",0.920683585987623,16216,1,1,-0.841358164887577,NA,1,"Pos","GammadeltaTcells",0.999659323188735,0.00033,"gdT cell","gdT cell***"
"BTN2A1",0.000283881224095838,5,"BTN2A1",0.00033,1,0.999545764251647,NA,1,"BTN2A1",0.999886447510362,17611,1,1,-0.999772882125823,NA,1,"Pos","GammadeltaTcells",0.999545764251647,0.00033,"gdT cell","gdT cell***"
"RFXAP",0.000340657468915006,6,"RFXAP",0.00033,1,0.999432205314558,NA,1,"RFXAP",0.990859024584114,17452,1,1,-0.981717011128776,NA,1,"Pos","GammadeltaTcells",0.999432205314558,0.00033,"gdT cell","gdT cell***"
"ACAT2",0.000397433713734173,7,"ACAT2",0.00033,1,0.99931864637747,NA,1,"ACAT2",0.999716118775904,17608,1,1,-0.999432205314558,NA,1,"Pos","GammadeltaTcells",0.99931864637747,0.00033,"gdT cell","gdT cell***"
"NLRC5",0.000454209958553341,8,"NLRC5",0.00033,1,0.999205087440382,NA,1,"NLRC5",0.999772895020723,17609,1,1,-0.999545764251647,NA,1,"Pos","GammadeltaTcells",0.999205087440382,0.00033,"gdT cell","gdT cell***"
"SQLE",0.000510986203372509,9,"SQLE",0.00033,1,0.999091528503293,NA,1,"SQLE",0.999489013796627,17604,1,1,-0.998977969566205,NA,1,"Pos","GammadeltaTcells",0.999091528503293,0.00033,"gdT cell","gdT cell***"
"BTN3A2",0.000567762448191676,10,"BTN3A2",0.00033,1,0.998977969566205,NA,1,"BTN3A2",0.998807698858797,17592,1,1,-0.997615262321145,NA,1,"Pos","GammadeltaTcells",0.998977969566205,0.00033,"gdT cell","gdT cell***"
"SPI1",0.000624538693010844,11,"SPI1",0.00033,1,0.998864410629116,NA,1,"SPI1",0.999545790041447,17605,1,1,-0.999091528503293,NA,1,"Pos","GammadeltaTcells",0.998864410629116,0.00033,"gdT cell","gdT cell***"
"IRF9",0.000681314937830012,12,"IRF9",0.00033,1,0.998750851692028,NA,1,"IRF9",0.957133935161528,16858,1,1,-0.914263002498297,NA,1,"Pos","GammadeltaTcells",0.998750851692028,0.00033,"gdT cell","gdT cell***"
"GGNBP2",0.00073809118264918,13,"GGNBP2",0.00033,1,0.99863729275494,NA,1,"GGNBP2",0.996763754045307,17556,1,1,-0.993527140585964,NA,1,"Pos","GammadeltaTcells",0.99863729275494,0.00033,"gdT cell","gdT cell***"
"IRF8",0.000794867427468347,14,"IRF8",0.00033,1,0.998523733817851,NA,1,"IRF8",0.998694146369159,17590,1,1,-0.997388144446968,NA,1,"Pos","GammadeltaTcells",0.998523733817851,0.00033,"gdT cell","gdT cell***"
"SIRT1",0.000851643672287515,15,"SIRT1",0.00033,1,0.998410174880763,NA,1,"SIRT1",0.999659342531085,17607,1,1,-0.99931864637747,NA,1,"Pos","GammadeltaTcells",0.998410174880763,0.00033,"gdT cell","gdT cell***"
"BICRA",0.000908419917106682,16,"BICRA",0.000782,1,0.998296615943675,NA,1,"BICRA",0.999034803838074,17596,NA,NA,-0.998069498069498,NA,1,"Pos","GammadeltaTcells",0.998296615943675,0.000782,"gdT cell","gdT cell***"
"MYLIP",0.00096519616192585,17,"MYLIP",0.000782,1,0.998183057006586,NA,1,"MYLIP",0.999602566286266,17606,1,1,-0.999205087440382,NA,1,"Pos","GammadeltaTcells",0.998183057006586,0.000782,"gdT cell","gdT cell***"
"CREBBP",0.00102197240674502,18,"CREBBP",0.000782,1,0.998069498069498,NA,1,"CREBBP",0.998921251348436,17594,1,1,-0.997842380195321,NA,1,"Pos","GammadeltaTcells",0.998069498069498,0.000782,"gdT cell","gdT cell***"
"MGAM",0.00107874865156419,19,"MGAM",0.000782,1,0.99795593913241,NA,1,"MGAM",0.237324703344121,4180,1,1,0.52543720190779,NA,1,"Pos","GammadeltaTcells",0.99795593913241,0.000782,"gdT cell","gdT cell***"
"ZHX2",0.00113552489638335,20,"ZHX2",0.001179,1,0.997842380195321,NA,1,"ZHX2",0.999432237551808,17603,1,1,-0.998864410629116,NA,1,"Pos","GammadeltaTcells",0.997842380195321,0.001179,"gdT cell","gdT cell**"
"ZBTB7A",0.00119230114120252,21,"ZBTB7A",0.001179,1,0.997728821258233,NA,1,"ZBTB7A",0.999375461306989,17602,1,1,-0.998750851692028,NA,1,"Pos","GammadeltaTcells",0.997728821258233,0.001179,"gdT cell","gdT cell**"
"RCE1",0.00124907738602169,22,"RCE1",0.002475,1,0.997615262321145,NA,1,"RCE1",0.99931868506217,17601,1,1,-0.99863729275494,NA,1,"Pos","GammadeltaTcells",0.997615262321145,0.002475,"gdT cell","gdT cell**"
"SLC25A19",0.00130585363084086,23,"SLC25A19",0.003229,1,0.997501703384056,NA,1,"SLC25A19",0.999261908817351,17600,1,1,-0.998523733817851,NA,1,"Pos","GammadeltaTcells",0.997501703384056,0.003229,"gdT cell","gdT cell**"
"CSNK2A1",0.00136262987566002,24,"CSNK2A1",0.004744,1,0.997388144446968,NA,1,"CSNK2A1",0.791858286492931,13947,1,1,-0.583692936634113,NA,1,"Pos","GammadeltaTcells",0.997388144446968,0.004744,"gdT cell","gdT cell**"
"NPRL2",0.00141940612047919,25,"NPRL2",0.007723,1,0.99727458550988,NA,1,"NPRL2",0.998467041389883,17586,1,1,-0.996933908698615,NA,1,"Pos","GammadeltaTcells",0.99727458550988,0.007723,"gdT cell","gdT cell**"
"LRRC8A",0.00147618236529836,26,"LRRC8A",0.009711,1,0.997161026572791,NA,1,"LRRC8A",0.967013001760064,17032,1,1,-0.934022257551669,NA,1,"Pos","GammadeltaTcells",0.997161026572791,0.009711,"gdT cell","gdT cell**"
"TSPYL2",0.00153295861011753,27,"TSPYL2",0.010084,1,0.997047467635703,NA,1,"TSPYL2",0.999205132572532,17599,1,1,-0.998410174880763,NA,1,"Pos","GammadeltaTcells",0.997047467635703,0.010084,"gdT cell","gdT cell*"
"STAT2",0.00158973485493669,28,"STAT2",0.011846,1,0.996933908698615,NA,1,"STAT2",0.646908533469596,11394,1,1,-0.293776970247559,NA,1,"Pos","GammadeltaTcells",0.996933908698615,0.011846,"gdT cell","gdT cell*"
"JAK1",0.00164651109975586,29,"JAK1",0.014169,1,0.996820349761526,NA,1,"JAK1",0.999091580082893,17597,1,1,-0.998183057006586,NA,1,"Pos","GammadeltaTcells",0.996820349761526,0.014169,"gdT cell","gdT cell*"
"GLA",0.00170328734457503,30,"GLA",0.014686,1,0.996706790824438,NA,1,"GLA",0.999148356327712,17598,1,1,-0.998296615943675,NA,1,"Pos","GammadeltaTcells",0.996706790824438,0.014686,"gdT cell","gdT cell*"
"FTSJ1",0.0017600635893942,31,"FTSJ1",0.016129,1,0.99659323188735,NA,1,"FTSJ1",0.993243626866519,17494,1,1,-0.986486486486486,NA,1,"Pos","GammadeltaTcells",0.99659323188735,0.016129,"gdT cell","gdT cell*"
"THY1",0.00181683983421337,32,"THY1",0.024288,1,0.996479672950261,NA,1,"THY1",0.998978027593255,17595,1,1,-0.99795593913241,NA,1,"Pos","GammadeltaTcells",0.996479672950261,0.024288,"gdT cell","gdT cell*"
"HDAC4",0.00187361607903253,33,"HDAC4",0.026553,1,0.996366114013173,NA,1,"HDAC4",0.967523987963436,17041,1,1,-0.935044287985464,NA,1,"Pos","GammadeltaTcells",0.996366114013173,0.026553,"gdT cell","gdT cell*"
"FOXP1",0.0019303923238517,34,"FOXP1",0.038517,1,0.996252555076084,NA,1,"FOXP1",0.901720320218021,15882,1,1,-0.803429479900068,NA,1,"Pos","GammadeltaTcells",0.996252555076084,0.038517,"gdT cell","gdT cell*"
"PDS5B",0.00198716856867087,35,"PDS5B",0.027373,1,0.996138996138996,NA,1,"PDS5B",0.998864475103617,17593,1,1,-0.997728821258233,NA,1,"Pos","GammadeltaTcells",0.996138996138996,0.027373,"gdT cell","gdT cell*"
"AFF3",0.00204394481349004,36,"AFF3",0.03041,1,0.996025437201908,NA,1,"AFF3",0.998750922613978,17591,1,1,-0.997501703384056,NA,1,"Pos","GammadeltaTcells",0.996025437201908,0.03041,"gdT cell","gdT cell*"
"S1PR2",0.0021007210583092,37,"S1PR2",0.031216,1,0.995911878264819,NA,1,"S1PR2",0.920399704763527,16211,1,1,-0.840790370202135,NA,1,"Pos","GammadeltaTcells",0.995911878264819,0.031216,"gdT cell","gdT cell*"
"HPS3",0.00215749730312837,38,"HPS3",0.03278,1,0.995798319327731,NA,1,"HPS3",0.921081019701357,16223,1,1,-0.842153077447195,NA,1,"Pos","GammadeltaTcells",0.995798319327731,0.03278,"gdT cell","gdT cell*"
"STAT1",0.00221427354794754,39,"STAT1",0.036868,1,0.995684760390643,NA,1,"STAT1",0.772611139499234,13608,1,1,-0.545196456961163,NA,1,"Pos","GammadeltaTcells",0.995684760390643,0.036868,"gdT cell","gdT cell*"
"XK",0.00227104979276671,40,"XK",0.038517,1,0.995571201453554,NA,1,"XK",0.99863737012434,17589,1,1,-0.99727458550988,NA,1,"Pos","GammadeltaTcells",0.995571201453554,0.038517,"gdT cell","gdT cell*"
"HMGCR",0.00232782603758587,41,"HMGCR",0.038517,1,0.995457642516466,NA,1,"HMGCR",0.967069778004883,17033,1,1,-0.934135816488758,NA,1,"Pos","GammadeltaTcells",0.995457642516466,0.038517,"gdT cell","gdT cell*"
"MTA2",0.00238460228240504,42,"MTA2",0.039722,1,0.995344083579378,NA,1,"MTA2",0.997445068983137,17568,1,1,-0.994889847831024,NA,1,"Pos","GammadeltaTcells",0.995344083579378,0.039722,"gdT cell","gdT cell*"
"MPC2",0.00244137852722421,43,"MPC2",0.04064,1,0.995230524642289,NA,1,"MPC2",0.998580593879521,17588,1,1,-0.997161026572791,NA,1,"Pos","GammadeltaTcells",0.995230524642289,0.04064,"gdT cell","gdT cell*"
"XPNPEP1",0.00249815477204338,44,"XPNPEP1",0.044667,1,0.995116965705201,NA,1,"XPNPEP1",0.998523817634702,17587,1,1,-0.997047467635703,NA,1,"Pos","GammadeltaTcells",0.995116965705201,0.044667,"gdT cell","gdT cell*"
"GFI1",0.00255493101686255,45,"GFI1",0.050474,1,0.995003406768113,NA,1,"GFI1",0.820303185147334,14448,1,1,-0.640585964115376,NA,1,"NS","GammadeltaTcells",0.177208721326368,0.05,"gdT cell","gdT cell"
"PRKD3",0.00261170726168171,46,"PRKD3",0.050474,1,0.994889847831024,NA,1,"PRKD3",0.998410265145063,17585,1,1,-0.996820349761526,NA,1,"NS","GammadeltaTcells",-0.000965250965250963,0.05,"gdT cell","gdT cell"
"ADAM22",0.00266848350650088,47,"ADAM22",0.056562,1,0.994776288893936,NA,1,"ADAM22",0.998353488900244,17584,1,1,-0.996706790824438,NA,1,"NS","GammadeltaTcells",-0.000965250965250908,0.05,"gdT cell","gdT cell"
"ICAM1",0.00272525975132005,48,"ICAM1",0.060953,1,0.994662729956848,NA,1,"ICAM1",0.989496394708454,17428,1,1,-0.978991596638656,NA,1,"NS","GammadeltaTcells",0.00783556665909602,0.05,"gdT cell","gdT cell"
"LRRC8C",0.00278203599613921,49,"LRRC8C",0.062336,1,0.994549171019759,NA,1,"LRRC8C",0.993981718049168,17507,1,1,-0.987962752668635,NA,1,"NS","GammadeltaTcells",0.00329320917556214,0.05,"gdT cell","gdT cell"
"PRKCE",0.00283881224095838,50,"PRKCE",0.062871,1,0.994435612082671,NA,1,"PRKCE",0.828592516890933,14594,1,1,-0.657165568930275,NA,1,"NS","GammadeltaTcells",0.168635021576198,0.05,"gdT cell","gdT cell"
"ACSL3",0.00289558848577755,51,"ACSL3",0.065975,1,0.994322053145583,NA,1,"ACSL3",0.998296712655425,17583,1,1,-0.99659323188735,NA,1,"NS","GammadeltaTcells",-0.00113558937088354,0.05,"gdT cell","gdT cell"
"KCNG2",0.00295236473059672,52,"KCNG2",0.074257,1,0.994208494208494,NA,1,"KCNG2",0.998239936410606,17582,1,1,-0.996479672950261,NA,1,"NS","GammadeltaTcells",-0.00113558937088348,0.05,"gdT cell","gdT cell"
"SULT1A2",0.00300914097541589,53,"SULT1A2",0.064745,1,0.994094935271406,NA,1,"SULT1A2",0.771248509623573,13584,1,1,-0.542471042471042,NA,1,"NS","GammadeltaTcells",0.225811946400182,0.05,"gdT cell","gdT cell"
"MTMR8",0.00306591722023505,54,"MTMR8",0.075449,1,0.993981376334317,NA,1,"MTMR8",0.946573553625163,16672,1,1,-0.893141040199864,NA,1,"NS","GammadeltaTcells",0.0504201680672269,0.05,"gdT cell","gdT cell"
"CPSF7",0.00312269346505422,55,"CPSF7",0.076221,1,0.993867817397229,NA,1,"CPSF7",0.998183160165787,17581,1,1,-0.996366114013173,NA,1,"NS","GammadeltaTcells",-0.00124914830797179,0.05,"gdT cell","gdT cell"
"SGMS1",0.00317946970987339,56,"SGMS1",0.076221,1,0.993754258460141,NA,1,"SGMS1",0.927439959121104,16335,1,1,-0.85487167840109,NA,1,"NS","GammadeltaTcells",0.0694412900295253,0.05,"gdT cell","gdT cell"
"EFHC2",0.00323624595469256,57,"EFHC2",0.076221,1,0.993640699523052,NA,1,"EFHC2",0.869187531936638,15309,1,1,-0.738360208948444,NA,1,"NS","GammadeltaTcells",0.127640245287304,0.05,"gdT cell","gdT cell"
"MOSPD1",0.00329302219951172,58,"MOSPD1",0.076221,1,0.993527140585964,NA,1,"MOSPD1",0.830239027990689,14623,1,1,-0.660458778105837,NA,1,"NS","GammadeltaTcells",0.166534181240064,0.05,"gdT cell","gdT cell"
"ZNF699",0.00334979844433089,59,"ZNF699",0.07896,1,0.993413581648876,NA,1,"ZNF699",0.98569238630557,17361,1,1,-0.971383147853736,NA,1,"NS","GammadeltaTcells",0.0110152168975698,0.05,"gdT cell","gdT cell"
"ZC3H12A",0.00340657468915006,60,"ZC3H12A",0.07896,1,0.993300022711787,NA,1,"ZC3H12A",0.929256798955317,16367,1,1,-0.858505564387917,NA,1,"NS","GammadeltaTcells",0.067397229161935,0.05,"gdT cell","gdT cell"
"IFNAR1",0.00346335093396923,61,"IFNAR1",0.080033,1,0.993186463774699,NA,1,"IFNAR1",0.996990859024584,17560,1,1,-0.993981376334317,NA,1,"NS","GammadeltaTcells",-0.000397456279809194,0.05,"gdT cell","gdT cell"
"LRBA",0.00352012717878839,62,"LRBA",0.080033,1,0.993072904837611,NA,1,"LRBA",0.80559813773917,14189,1,1,-0.611174199409493,NA,1,"NS","GammadeltaTcells",0.190949352714059,0.05,"gdT cell","gdT cell"
"DDIT4",0.00357690342360756,63,"DDIT4",0.080033,1,0.992959345900522,NA,1,"DDIT4",0.988304093567251,17407,1,1,-0.9766068589598,NA,1,"NS","GammadeltaTcells",0.00817624347036117,0.05,"gdT cell","gdT cell"
"CDK5",0.00363367966842673,64,"CDK5",0.080033,1,0.992845786963434,NA,1,"CDK5",0.797876568443763,14053,1,1,-0.595730183965478,NA,1,"NS","GammadeltaTcells",0.198557801498978,0.05,"gdT cell","gdT cell"
"ZNF687",0.0036904559132459,65,"ZNF687",0.080033,1,0.992732228026346,NA,1,"ZNF687",0.933060807358201,16434,1,1,-0.866114013172837,NA,1,"NS","GammadeltaTcells",0.0633091074267545,0.05,"gdT cell","gdT cell"
"SLC37A3",0.00374723215806507,66,"SLC37A3",0.080033,1,0.992618669089257,NA,1,"SLC37A3",0.997615397717595,17571,1,1,-0.99523052464229,NA,1,"NS","GammadeltaTcells",-0.00130592777651606,0.05,"gdT cell","gdT cell"
"PNKD",0.00380400840288423,67,"PNKD",0.11637,1,0.992505110152169,NA,1,"PNKD",0.981207062964855,17282,1,1,-0.962411991823757,NA,1,"NS","GammadeltaTcells",0.0150465591642062,0.05,"gdT cell","gdT cell"
"G2E3",0.0038607846477034,68,"G2E3",0.081794,1,0.992391551215081,NA,1,"G2E3",0.973599046159087,17148,1,1,-0.947195094253918,NA,1,"NS","GammadeltaTcells",0.0225982284805814,0.05,"gdT cell","gdT cell"
"PABIR1",0.00391756089252257,69,"PABIR1",0.086998,1,0.992277992277992,NA,1,"PABIR1",0.947198092318174,16683,NA,NA,-0.894390188507836,NA,1,"NS","GammadeltaTcells",0.0489439018850784,0.05,"gdT cell","gdT cell"
"AMMECR1",0.00397433713734174,70,"AMMECR1",0.094346,1,0.992164433340904,NA,1,"AMMECR1",0.995457900414467,17533,1,1,-0.990915285032932,NA,1,"NS","GammadeltaTcells",0.000624574153985868,0.05,"gdT cell","gdT cell"
"NAXD",0.00403111338216091,71,"NAXD",0.098661,1,0.992050874403816,NA,1,"NAXD",0.998126383920967,17580,NA,NA,-0.996252555076085,NA,1,"NS","GammadeltaTcells",-0.0021008403361345,0.05,"gdT cell","gdT cell"
"GSPT2",0.00408788962698007,72,"GSPT2",0.098661,1,0.991937315466727,NA,1,"GSPT2",0.998069607676148,17579,1,1,-0.996138996138996,NA,1,"NS","GammadeltaTcells",-0.00210084033613445,0.05,"gdT cell","gdT cell"
"SPATA7",0.00414466587179924,73,"SPATA7",0.11637,1,0.991823756529639,NA,1,"SPATA7",0.998012831431329,17578,1,1,-0.996025437201908,NA,1,"NS","GammadeltaTcells",-0.00210084033613445,0.05,"gdT cell","gdT cell"
"CLK4",0.00420144211661841,74,"CLK4",0.11637,1,0.99171019759255,NA,1,"CLK4",0.936921592005905,16502,1,1,-0.873836020894844,NA,1,"NS","GammadeltaTcells",0.0589370883488531,0.05,"gdT cell","gdT cell"
"ZXDB",0.00425821836143757,75,"ZXDB",0.11637,1,0.991596638655462,NA,1,"ZXDB",0.997331516493499,17566,1,1,-0.994662729956848,NA,1,"NS","GammadeltaTcells",-0.00153304565069268,0.05,"gdT cell","gdT cell"
"HDAC2",0.00431499460625674,76,"HDAC2",0.11759,1,0.991483079718374,NA,1,"HDAC2",0.932776926134105,16429,1,1,-0.865546218487395,NA,1,"NS","GammadeltaTcells",0.0629684306154894,0.05,"gdT cell","gdT cell"
"ASB3",0.00437177085107591,77,"ASB3",0.11759,1,0.991369520781285,NA,1,"ASB3",0.981036734230398,17279,1,1,-0.962071315012492,NA,1,"NS","GammadeltaTcells",0.014649102884397,0.05,"gdT cell","gdT cell"
"BOD1",0.00442854709589508,78,"BOD1",0.135369,1,0.991255961844197,NA,1,"BOD1",0.613978311474479,10814,1,1,-0.227912786736316,NA,1,"NS","GammadeltaTcells",0.38167158755394,0.05,"gdT cell","gdT cell"
"LRRC8B",0.00448532334071425,79,"LRRC8B",0.118875,1,0.991142402907109,NA,1,"LRRC8B",0.99795605518651,17577,1,1,-0.99591187826482,NA,1,"NS","GammadeltaTcells",-0.00238473767885539,0.05,"gdT cell","gdT cell"
"HELZ2",0.00454209958553341,80,"HELZ2",0.119988,1,0.99102884397002,NA,1,"HELZ2",0.997899278941691,17576,1,1,-0.995798319327731,NA,1,"NS","GammadeltaTcells",-0.00238473767885533,0.05,"gdT cell","gdT cell"
"KCNE4",0.00459887583035258,81,"KCNE4",0.119988,1,0.990915285032932,NA,1,"KCNE4",0.997842502696872,17575,1,1,-0.995684760390643,NA,1,"NS","GammadeltaTcells",-0.00238473767885528,0.05,"gdT cell","gdT cell"
"AUH",0.00465565207517175,82,"AUH",0.120925,1,0.990801726095844,NA,1,"AUH",0.913132345426673,16083,1,1,-0.826254826254826,NA,1,"NS","GammadeltaTcells",0.0822734499205088,0.05,"gdT cell","gdT cell"
"PHKA2",0.00471242831999092,83,"PHKA2",0.120925,1,0.990688167158755,NA,1,"PHKA2",0.997785726452052,17574,1,1,-0.995571201453554,NA,1,"NS","GammadeltaTcells",-0.00244151714739954,0.05,"gdT cell","gdT cell"
"SUMF1",0.00476920456481008,84,"SUMF1",0.127357,1,0.990574608221667,NA,1,"SUMF1",0.906886958496565,15973,1,1,-0.813763343175108,NA,1,"NS","GammadeltaTcells",0.0884056325232796,0.05,"gdT cell","gdT cell"
"BIRC6",0.00482598080962925,85,"BIRC6",0.127357,1,0.990461049284579,NA,1,"BIRC6",0.984783966388463,17345,1,1,-0.969566204860322,NA,1,"NS","GammadeltaTcells",0.0104474222121281,0.05,"gdT cell","gdT cell"
"CCDC92",0.00488275705444842,86,"CCDC92",0.127956,1,0.99034749034749,NA,1,"CCDC92",0.997728950207233,17573,1,1,-0.995457642516466,NA,1,"NS","GammadeltaTcells",-0.00255507608448785,0.05,"gdT cell","gdT cell"
"OCA2",0.00493953329926759,87,"OCA2",0.130728,1,0.990233931410402,NA,1,"OCA2",0.988133764832794,17404,1,1,-0.976266182148535,NA,1,"NS","GammadeltaTcells",0.00698387463093347,0.05,"gdT cell","gdT cell"
"SNX33",0.00499630954408675,88,"SNX33",0.131772,1,0.990120372473314,NA,1,"SNX33",0.673423039800148,11861,1,1,-0.346808993867817,NA,1,"NS","GammadeltaTcells",0.321655689302748,0.05,"gdT cell","gdT cell"
"IQGAP2",0.00505308578890592,89,"IQGAP2",0.131772,1,0.990006813536225,NA,1,"IQGAP2",0.713563844887299,12568,1,1,-0.42709516238928,NA,1,"NS","GammadeltaTcells",0.281455825573473,0.05,"gdT cell","gdT cell"
"BTBD1",0.00510986203372509,90,"BTBD1",0.136492,1,0.989893254599137,NA,1,"BTBD1",0.997672173962414,17572,1,1,-0.995344083579378,NA,1,"NS","GammadeltaTcells",-0.00272541449012037,0.05,"gdT cell","gdT cell"
"CASP8",0.00516663827854426,91,"CASP8",0.146954,1,0.989779695662049,NA,1,"CASP8",0.592573667177653,10437,1,1,-0.185101067454009,NA,1,"NS","GammadeltaTcells",0.40233931410402,0.05,"gdT cell","gdT cell"
"PPP1R18",0.00522341452336342,92,"PPP1R18",0.131772,1,0.98966613672496,NA,1,"PPP1R18",0.997558621472776,17570,1,1,-0.995116965705201,NA,1,"NS","GammadeltaTcells",-0.00272541449012037,0.05,"gdT cell","gdT cell"
"ARMH3",0.00528019076818259,93,"ARMH3",0.157724,1,0.989552577787872,NA,1,"ARMH3",0.997501845227957,17569,NA,NA,-0.995003406768113,NA,1,"NS","GammadeltaTcells",-0.00272541449012037,0.05,"gdT cell","gdT cell"
"TRO",0.00533696701300176,94,"TRO",0.233569,1,0.989439018850784,NA,1,"TRO",0.921421677170272,16229,1,1,-0.842834431069725,NA,1,"NS","GammadeltaTcells",0.0733022938905292,0.05,"gdT cell","gdT cell"
"RTL3",0.00539374325782093,95,"RTL3",0.161803,1,0.989325459913695,NA,1,"RTL3",0.656503718844036,11563,NA,NA,-0.312968430615489,NA,1,"NS","GammadeltaTcells",0.338178514649103,0.05,"gdT cell","gdT cell"
"GPRASP2",0.0054505195026401,96,"GPRASP2",0.161803,1,0.989211900976607,NA,1,"GPRASP2",0.989382842218816,17426,1,1,-0.978764478764479,NA,1,"NS","GammadeltaTcells",0.00522371110606407,0.05,"gdT cell","gdT cell"
"ZXDA",0.00550729574745926,97,"ZXDA",0.162799,1,0.989098342039519,NA,1,"ZXDA",0.957417816385624,16863,1,1,-0.914830797183738,NA,1,"NS","GammadeltaTcells",0.0371337724278901,0.05,"gdT cell","gdT cell"
"DLG3",0.00556407199227843,98,"DLG3",0.211746,1,0.98898478310243,NA,1,"DLG3",0.997047635269403,17561,1,1,-0.994094935271406,NA,1,"NS","GammadeltaTcells",-0.00255507608448785,0.05,"gdT cell","gdT cell"
"CUBN",0.0056208482370976,99,"CUBN",0.177157,1,0.988871224165342,NA,1,"CUBN",0.997388292738318,17567,1,1,-0.994776288893936,NA,1,"NS","GammadeltaTcells",-0.0029525323642971,0.05,"gdT cell","gdT cell"
"NSUN6",0.00567762448191677,100,"NSUN6",0.177157,1,0.988757665228253,NA,1,"NSUN6",0.622381195707716,10962,1,1,-0.244719509425392,NA,1,"NS","GammadeltaTcells",0.372019077901431,0.05,"gdT cell","gdT cell"
"NXT1",0.00573440072673593,101,"NXT1",0.177668,1,0.988644106291165,NA,1,"NXT1",0.499744506898314,8802,1,1,0.000567794685441769,NA,1,"NS","GammadeltaTcells",0.494605950488303,0.05,"gdT cell","gdT cell"
"BBS4",0.0057911769715551,102,"BBS4",0.178911,1,0.988530547354077,NA,1,"BBS4",0.771645943337308,13591,1,1,-0.543265955030661,NA,1,"NS","GammadeltaTcells",0.222632296161708,0.05,"gdT cell","gdT cell"
"UBA6",0.00584795321637427,103,"UBA6",0.182874,1,0.988416988416988,NA,1,"UBA6",0.993641060580253,17501,1,1,-0.987281399046105,NA,1,"NS","GammadeltaTcells",0.000567794685441769,0.05,"gdT cell","gdT cell"
"CHRDL1",0.00590472946119344,104,"CHRDL1",0.187876,1,0.9883034294799,NA,1,"CHRDL1",0.99727474024868,17565,1,1,-0.994549171019759,NA,1,"NS","GammadeltaTcells",-0.00312287076992956,0.05,"gdT cell","gdT cell"
"DCAF16",0.0059615057060126,105,"DCAF16",0.190955,1,0.988189870542812,NA,1,"DCAF16",0.952875716800091,16783,1,1,-0.90574608221667,NA,1,"NS","GammadeltaTcells",0.0412218941630706,0.05,"gdT cell","gdT cell"
"SDCCAG8",0.00601828195083177,106,"SDCCAG8",0.193783,1,0.988076311605723,NA,1,"SDCCAG8",0.987509226139783,17393,1,1,-0.975017033840563,NA,1,"NS","GammadeltaTcells",0.00652963888258007,0.05,"gdT cell","gdT cell"
"NID1",0.00607505819565094,107,"NID1",0.196464,1,0.987962752668635,NA,1,"NID1",0.997217964003861,17564,1,1,-0.994435612082671,NA,1,"NS","GammadeltaTcells",-0.00323642970701798,0.05,"gdT cell","gdT cell"
"PLEKHA5",0.00613183444047011,108,"PLEKHA5",0.253058,1,0.987849193731547,NA,1,"PLEKHA5",0.993527508090615,17499,1,1,-0.987054281171928,NA,1,"NS","GammadeltaTcells",0.000397456279809194,0.05,"gdT cell","gdT cell"
"RNF126",0.00618861068528928,109,"RNF126",0.199748,1,0.987735634794458,NA,1,"RNF126",0.475784931584625,8380,1,1,0.048489666136725,NA,1,"NS","GammadeltaTcells",0.518112650465592,0.05,"gdT cell","gdT cell"
"PKHD1L1",0.00624538693010844,110,"PKHD1L1",0.207412,1,0.98762207585737,NA,1,"PKHD1L1",0.997161187759042,17563,1,1,-0.994322053145583,NA,1,"NS","GammadeltaTcells",-0.00334998864410629,0.05,"gdT cell","gdT cell"
"MYO5A",0.00630216317492761,111,"MYO5A",0.208333,1,0.987508516920282,NA,1,"MYO5A",0.987963436098336,17401,1,1,-0.97592550533727,NA,1,"NS","GammadeltaTcells",0.00579150579150584,0.05,"gdT cell","gdT cell"
"BHLHE40",0.00635893941974678,112,"BHLHE40",0.211746,1,0.987394957983193,NA,1,"BHLHE40",0.449838187702265,7923,1,1,0.1003861003861,NA,1,"NS","GammadeltaTcells",0.543890529184647,0.05,"gdT cell","gdT cell"
"COL4A6",0.00641571566456594,113,"COL4A6",0.212514,1,0.987281399046105,NA,1,"COL4A6",0.875205813887469,15415,1,1,-0.750397456279809,NA,1,"NS","GammadeltaTcells",0.118441971383148,0.05,"gdT cell","gdT cell"
